added_date,modified_date,agency_id,company_id,reservation_id,created_date,rate_offers,lqr,booking_source,check_in,check_out,nights,hotel_name,hotel_latitude,hotel_longitude,hotel_brand_code,hotel_brand_name,hotel_chain_name,hotel_chain_ticker_symbol,hotel_stars,hotel_address,hotel_city,hotel_state,hotel_postal_code,hotel_country,nightly_rate_usd,total_cost_usd,nightly_rate_native,total_cost_native,currency_code,start_commission_info,start_cancel_policy,start_rate_type,start_room_type,start_bed_type,start_amenities,gic_sector,cancel_date
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,F4F67F91EBE6AC5EBE747D19BE5D26FF83583D7D,EF76DB20B21E5CD5CADFE4D6937D309E16DD2446,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-06,1,Donna-Comfort Inn And Suites Donna,26.18211,-98.05795,CI,Comfort Inns,Choice,CHH,2.0,495 W. Expressway 83,Donna,TX,78537,US,88.07,88.07,88.07,88.07,USD,Commissionable,Day Of Checkin,Flat,,"King,","Free Wifi,",Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,AF0AF0B732AD240F31D3489955A3671970562A1D,ECD2DA211A051181BBF076A266B0A28C67C812E4,2022-12-04,0,0.0,Sabre,2022-12-06,2022-12-07,1,Largo-Courtyard Largo Capital Beltway,38.90744,-76.84712,CY,Courtyard By Marriott,Marriott,MAR,3.0,1320 Caraway Court,Largo,MD,20774,US,110.0,110.0,110.0,110.0,USD,Commissionable,1 Day Before Checkin,AAA,Standard,"King,",,,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,C1C2D37256C54CAD3B29C12AE5CC35BBA5F20BD8,EC2492CB6F9F07A195CF0C3820EFB41A60CA9130,2022-12-04,0,0.0,Sabre,2022-12-12,2022-12-14,2,Oakbrook Terrace-Comfort Suites Oakbrook Terrace,41.86061,-87.96902,CZ,Comfort Suites,Choice,CHH,2.0,17w445 Roosevelt Rd.,Oakbrook Terrace,IL,60181,US,93.27,186.54,93.27,186.54,USD,Commissionable,1 Day Before Checkin,Standard,Suite,"King,","Free Wifi,",,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2ACED123AC62E1B769EACE98E0FE07CB6BDC27F2,E84BA78A1A23707FD5DDD98BABE6314E2685B0DD,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-06,1,Donaldsonville-Holiday Inn Express Donaldsonville,30.09461,-90.93425,EX,Holiday Inn Express,Ihg,IHG,2.5,2280 Business Park Blvd,Donaldsonville,LA,70346,US,113.05,113.05,113.05,113.05,USD,Commissionable,1 Day Before Checkin,Flat,,"King,","Free Wifi, Free Breakfast,",,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,E516E8F967BAD9AC91FA960DB00ABABD9D4ED2CB,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-09,4,Mount Pleasant-Holiday Inn Express Hotel And Suites Mount Pleasant,33.18174,-94.97122,EX,Holiday Inn Express,Ihg,IHG,2.5,2306 Greenhill Road,Mount Pleasant,TX,75455,US,119.54,478.16,119.54,478.16,USD,,1 Day Before Checkin,Standard,Suite,,,Health Care,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,0F740C7319BE29DB979B32AAAA2989FCE7173309,E1B774971DB439CDE590F3F3BC7208F7085DB7F8,2022-12-04,0,0.0,Apollo,2022-12-04,2022-12-05,1,Baltimore-La Quinta Inn And Suites Baltimore North,39.33835,-76.49161,LQ,La Quinta,Wyndham,WH.N,2.0,4 Philadelphia Ct,Baltimore,MD,21237,US,89.1,89.1,89.1,89.1,USD,Commissionable,Day Of Checkin,Standard,Standard,"King,",,,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,AF0AF0B732AD240F31D3489955A3671970562A1D,DF2720766112AD6B022D9D5AA07EBDEA4097D893,2022-12-04,0,0.0,Sabre,2022-12-07,2022-12-09,2,Seneca-Hampton Inn And Suites Seneca,34.69807,-82.93977,HX,Hampton Inn And Suites,Hilton,HLT,2.0,1011 East North 1st Street,Seneca,SC,29679,US,129.0,258.0,129.0,258.0,USD,Commissionable,1 Day Before Checkin,Standard,Suite,"Two Queen,","Free Wifi, Free Breakfast,",,
2022-12-05 04:00:00 +0000,2022-12-08 04:00:01 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,AF0AF0B732AD240F31D3489955A3671970562A1D,DCB650AA2E31F50B008A27FF1A15111EF2EC72EC,2022-12-04,0,134.0,Sabre,2022-12-13,2022-12-14,1,Prescott-Hampton Inn Prescott,34.54795,-112.40364,HX,Hampton Inn And Suites,Hilton,HLT,2.0,3453 Ranch Drive,Prescott,AZ,86303,US,135.0,135.0,135.0,135.0,USD,Commissionable,5 Days Before Checkin,Standard,Standard,"Two Queen,","Free Wifi, Free Breakfast,",,2022-12-07
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,DC96B59F6B1D0213FFD51738BEB0B6CD93923FBF,2022-12-04,0,0.0,Apollo,2022-12-04,2022-12-07,3,Dickson-Fairfield Inn & Suites Dickson,36.02101,-87.33613,FN,Fairfield Inn By Marriott,Marriott,MAR,2.5,147 Gum Branch Road,Dickson,TN,37055,US,136.0,408.0,136.0,408.0,USD,Commissionable,2 Days Before Checkin,Standard,Suite,"King,",,Health Care,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,A95EF656A449137F8B272E78C8D6FCCF4C5BFC54,DBBD55555541FB6C02FCE1A31A45DE283CE4527F,2022-12-04,0,0.0,Apollo,2022-12-12,2022-12-16,4,San Diego-Doubletree By Hilton Hotel San Diego  Mission Valley,32.76983,-117.15939,DT,Doubletree Hotels,Hilton,HLT,3.0,7450 Hazard Center Drive,San Diego,CA,92108,US,157.75,630.99,157.75,630.99,USD,Commissionable,6 Or More Days Before Checkin,Flat,Standard,"Two Queen,",,,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,9DFEE1C894790CE7C79B942737189FC826CDB72F,D7BBA51E725E4C5F5573BD5D11A108B6C6917C1D,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-07,2,Hampton-Hilton Garden Inn Hampton Coliseum Central,37.03581,-76.39741,GI,Hilton Garden Inn,Hilton,HLT,3.0,1999 Power Plant Pkwy,Hampton,VA,23666,US,96.8,193.6,96.8,193.6,USD,Non-commissionable,1 Day Before Checkin,Flat,,"Two Queen,","Free Wifi,",Energy,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2E299D1C537E00CF3D2E6244747A07138F257993,D75A68678814AFBC743400CD88B02A7133330391,2022-12-04,0,0.0,Apollo,2022-12-06,2022-12-09,3,Denver-Courtyard Denver Cherry Creek,39.69041,-104.94072,CY,Courtyard By Marriott,Marriott,MAR,3.0,1475 S. Colorado Blvd,Denver,CO,80222,US,101.15,303.45,101.15,303.45,USD,Commissionable,1 Day Before Checkin,Senior,,"Queen,",,Information Technology,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,D4AED3E270A4B5D250B307CC1FEE3D56F55475F6,2022-12-04,0,0.0,Apollo,2022-12-12,2022-12-13,1,Houston-Hyatt Regency Houston,29.75666,-95.36901,HY,Hyatt Hotels And Resorts,Hyatt,H,4.0,1200 Louisiana St,Houston,TX,77002,US,185.0,185.0,185.0,185.0,USD,Commissionable,1 Day Before Checkin,Flat,,"King,","Free Wifi,",Health Care,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,D24BF9237B2C783937D663649A5DD0C024BC9259,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-07,2,Houston-Club Quarters In Houston,29.75818,-95.36268,CQ,Club Quarters,Club Quarters,,3.5,720 Fannin Street,Houston,TX,77002,US,109.0,218.0,109.0,218.0,USD,Non-commissionable,Day Of Checkin,Flat,Standard,"Queen,",,Health Care,
2022-12-05 09:00:00 +0000,2022-12-05 09:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,D222CAA69D94F4E5F06C3B187E293B20A575514F,2022-12-04,0,0.0,Apollo,2022-12-07,2022-12-08,1,Odessa-Hilton Garden Inn Odessa,31.8995,-102.33589,GI,Hilton Garden Inn,Hilton,HLT,3.0,5221 JBS Parkway,Odessa,TX,79762,US,114.0,114.0,114.0,114.0,USD,Commissionable,1 Day Before Checkin,Flat,Standard,"King,","Free Wifi,",Health Care,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,D0B0A117DC07D9A5788EEC3BF1708692E8B0DB1C,2022-12-04,0,0.0,Apollo,2022-12-07,2022-12-15,8,Weatherford-Home2 Suites By Hilton Weatherford,35.5289,-98.6939,HT,Home2suites,Hilton,HLT,3.0,401 S Washington,Weatherford,OK,73096,US,93.13,745.04,93.13,745.04,USD,Commissionable,2 Days Before Checkin,Flat,,"King,","Free Wifi, Free Breakfast,",Health Care,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,9DFEE1C894790CE7C79B942737189FC826CDB72F,D073003C4A1BA51DDEF9C10A95BDB13876C6A0CB,2022-12-04,0,0.0,Apollo,2022-12-06,2022-12-09,3,Tucson-Embassy Suites By Hilton Tucson East Az,32.237,-110.8532,ES,Embassy Suites,Hilton,HLT,3.0,6555 E Speedway Blvd,Tucson,AZ,85710,US,175.71,527.12,175.71,527.12,USD,Non-commissionable,1 Day Before Checkin,Flat,Suite,"King,","Free Breakfast,",Energy,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,FAD896789AA447D841121B5ECA47CC59CE01CFF4,CBB60394D6940302FF1075FF3A818E077159DCD3,2022-12-04,0,0.0,Apollo,2023-01-24,2023-01-25,1,Chicago-Hyatt Place Chicago Downtown River North,41.89085,-87.63057,HY,Hyatt Hotels And Resorts,Hyatt,H,3.0,66 West Illinois Street,Chicago,IL,60654,US,127.28,127.28,127.28,127.28,USD,Commissionable,1 Day Before Checkin,Flat,,"King,","Free Wifi,",Communication Services,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,9DFEE1C894790CE7C79B942737189FC826CDB72F,C9ECE01F17651E625C4325B175A7B4A33C6105DB,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-06,1,Cumberland-Fairfield Inn And Suites Cumberland,39.64765,-78.76126,FN,Fairfield Inn By Marriott,Marriott,MAR,2.5,21 North Wineow Street,Cumberland,MD,21502,US,157.0,157.0,157.0,157.0,USD,Commissionable,1 Day Before Checkin,Standard,Suite,"King,","Free Wifi, Free Breakfast, Free Parking,",Energy,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,9DFEE1C894790CE7C79B942737189FC826CDB72F,C92AC8A7A2BC2605755B6763A0B53B36CC16E77E,2022-12-04,0,0.0,Apollo,2022-12-07,2022-12-09,2,Greensboro-Hampton Inn And Suites Greensboro Coliseum,36.04568,-79.83907,HX,Hampton Inn And Suites,Hilton,HLT,2.0,3033 High Point Road,Greensboro,NC,27403,US,119.0,238.0,119.0,238.0,USD,Non-commissionable,1 Day Before Checkin,Flat,,"King,","Free Wifi, Free Breakfast,",Energy,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,78649A90D23EC99A0B8EA43D5C08389BC92B7AD3,C787E64A1311839767FBFB7C1905EB7E523A7C9C,2022-12-04,0,0.0,Sabre,2022-12-04,2022-12-06,2,Santa Fe-Dtree By Hilton Santa Fe,35.64006,-106.01579,DT,Doubletree Hotels,Hilton,HLT,3.0,4048 Cerrillos Road,Santa Fe,NM,87507,US,122.0,243.99,122.0,243.99,USD,Commissionable,1 Day Before Checkin,Loyalty,,"King,","Free Wifi,",Health Care,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2348F953E1AB7F68C2AE2E3B70CA6EBD66896727,C6B1832EFBE1DFBCAC012E45646FD15CCB0C47D0,2022-12-04,0,0.0,Apollo,2022-12-13,2022-12-14,1,Cranberry Township-Pittsburgh Marriott North,40.6855,-80.08769,MC,"Marriott Hotels, Resorts, And Suites",Marriott,MAR,3.0,100 Cranberry Woods Drive,Cranberry Township,PA,16066,US,132.45,132.45,132.45,132.45,USD,Commissionable,1 Day Before Checkin,AAA,Standard,"King,","Free Breakfast,",,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2E299D1C537E00CF3D2E6244747A07138F257993,C599F69936A1A0B2637E815C3708DB2879DC0EF4,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-09,4,Providence-Hilton Garden Inn Providence,41.81779,-71.39115,GI,Hilton Garden Inn,Hilton,HLT,3.0,220 India Street,Providence,RI,02903,US,159.0,636.0,159.0,636.0,USD,Commissionable,1 Day Before Checkin,Flat,,"Two Queen,","Free Wifi,",Information Technology,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2348F953E1AB7F68C2AE2E3B70CA6EBD66896727,C53783314CFF7CAEEEE4C1EAD2C9DC3D1D074492,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-06,1,Oklahoma City-The Skirvin Hilton Oklahoma City,35.46877,-97.51371,HH,Hilton Hotels And Resorts,Hilton,HLT,4.0,One Park Avenue,Oklahoma City,OK,73102,US,153.0,153.0,153.0,153.0,USD,Commissionable,1 Day Before Checkin,AAA,,"King,",,,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,9DFEE1C894790CE7C79B942737189FC826CDB72F,C3CCAD4E3FFB52847697C72BBABFFD39A0F3B006,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-06,1,Long Beach-Homewood Suites By Hilton Long Beach Airport,33.8273,-118.1436,HG,Homewood Suites,Hilton,HLT,2.0,3771 Lakewood Blvd.,Long Beach,CA,90808,US,222.01,222.01,222.01,222.01,USD,Commissionable,1 Day Before Checkin,Flat,,"Two Queen,","Free Wifi, Free Breakfast,",Energy,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2E299D1C537E00CF3D2E6244747A07138F257993,C0BE152836C342321C235E4BC4CAFBB20DC6C1C3,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-09,4,Seekonk-Hampton Inn Seekonk,41.79779,-71.33068,HX,Hampton Inn And Suites,Hilton,HLT,2.0,1030 Fall River Avenue,Seekonk,MA,2771,US,135.0,540.0,135.0,540.0,USD,Commissionable,1 Day Before Checkin,Flat,,"King,","Free Wifi, Free Breakfast,",Information Technology,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2E299D1C537E00CF3D2E6244747A07138F257993,BFC099E6C0520003D3E2758AE3C81F496804E436,2022-12-04,0,0.0,Apollo,2022-12-06,2022-12-08,2,Brentwood-Courtyard Nashville Brentwood,36.0361,-86.79092,CY,Courtyard By Marriott,Marriott,MAR,3.0,103 East Park Drive,Brentwood,TN,37027,US,138.5,277.0,138.5,277.0,USD,Commissionable,2 Days Before Checkin,AAA,,"King,",,Information Technology,
2022-12-05 04:00:00 +0000,2022-12-06 04:00:01 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,BAD2B94D07060EE9B19520C59932AC685A7A2F7F,2022-12-04,0,0.0,Apollo,2022-12-07,2022-12-08,1,Safford-Baymont By Wyndham Safford,32.8339,-109.7017,BU,Baymont Inn & Suites,Wyndham,WH.N,3.5,420 E Hwy 70,Safford,AZ,85546,US,109.0,109.0,109.0,109.0,USD,Commissionable,1 Day Before Checkin,Standard,Standard,"Two Queen,","Free Breakfast,",Health Care,2022-12-05
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2348F953E1AB7F68C2AE2E3B70CA6EBD66896727,B92A28F9A03ED94D4B0B13CF0754332243C28A4A,2022-12-04,0,0.0,Apollo,2022-12-20,2022-12-23,3,Columbus-Embassy Suites Columbus,40.10266,-82.9457,ES,Embassy Suites,Hilton,HLT,3.5,2700 Corporate Exchange Drive,Columbus,OH,43231,US,119.97,359.91,119.97,359.91,USD,Non-commissionable,2 Days Before Checkin,Flat,Suite,"King,","Free Wifi, Free Breakfast, Free Parking,",,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,F4F67F91EBE6AC5EBE747D19BE5D26FF83583D7D,B8814212C0C43FCD580DB2FD8BAB73A64ADD2935,2022-12-04,0,0.0,Apollo,2022-12-04,2022-12-09,5,Atlanta-Renaissance Atlanta Midtown Hotel,33.7784,-84.38742,BR,Renaissance Hotels And Resorts,Marriott,MAR,4.0,"866 W. Peachtree Street, Nw",Atlanta,GA,30308,US,349.0,1745.0,349.0,1745.0,USD,Commissionable,1 Day Before Checkin,Standard,,"Two Queen,",,Industrials,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2ACED123AC62E1B769EACE98E0FE07CB6BDC27F2,B59D7D47DEECC9B55E10241724C812B06113859D,2022-12-04,0,0.0,Apollo,2022-12-04,2022-12-05,1,Kingsville-Holiday Inn Express Hotel And Suites Kingsville,27.50598,-97.84105,EX,Holiday Inn Express,Ihg,IHG,2.5,2400 South Highway 77,Kingsville,TX,78363,US,84.6,84.6,84.6,84.6,USD,Non-commissionable,1 Day Before Checkin,Flat,Suite,,"Free Breakfast,",,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,54189A6735ECA523A9EFEBFC8C0CCD3075371B6C,B3EF8825A39E5E07CD2C8ED098315A8DFBA568EB,2022-12-04,0,0.0,Apollo,2022-12-07,2022-12-09,2,Pella-Americinn And Suites Pella,41.408828,-92.951152,AA,Americinn,Wyndham,WH.N,2.0,910 W 16th Street,Pella,IA,50219,US,87.3,174.6,87.3,174.6,USD,Commissionable,1 Day Before Checkin,Flat,Standard,"Two Queen,","Free Wifi, Free Breakfast,",Health Care,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2E299D1C537E00CF3D2E6244747A07138F257993,AF43CF9F05101F67C8160627CEC3C0CF40319A97,2022-12-04,0,0.0,Apollo,2022-12-08,2022-12-09,1,Houston-Courtyard Houston Downtown /Convention Center,29.75565,-95.36641,CY,Courtyard By Marriott,Marriott,MAR,3.0,916 Dallas Street,Houston,TX,77002,US,146.0,146.0,146.0,146.0,USD,Commissionable,6 Or More Days Before Checkin,Standard,,"King,",,Information Technology,
2022-12-05 04:00:00 +0000,2022-12-05 04:00:00 +0000,FEF27FB57F8C442E1A6F6EECD6F5BAEF455F6AF1,2ACED123AC62E1B769EACE98E0FE07CB6BDC27F2,AF2394FF643F4BADA6B090DDBCE86A57CE68013E,2022-12-04,0,0.0,Apollo,2022-12-05,2022-12-07,2,Commerce-Fairfield Inn And Suites Commerce,34.25573,-83.4665,FN,Fairfield Inn By Marriott,Marriott,MAR,2.5,137 Frontage Road,Commerce,GA,30529,US,184.0,368.0,184.0,368.0,USD,Commissionable,1 Day Before Checkin,Standard,Suite,"King,",,,
